,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
1394,MeadWestvaco,Paper_&_Paper_Products,United_States,6.6,5.5,0.2,8.9,1953,http://dbpedia.org/resource/MeadWestvaco,low,low,mid,mid,high
1395,Medtronic,Medical_Equipment_&_Supplies,United_States,46.0,16.4,3.5,34.9,258,http://dbpedia.org/resource/Medtronic,high,mid,high,mid,low
1396,Merck_&_Co,Pharmaceuticals,United_States,133.3,47.3,6.2,106.1,82,http://dbpedia.org/resource/Merck_&_Co,high,high,high,mid,low
1397,MetLife,Diversified_Insurance,United_States,44.0,68.2,1.3,836.8,122,http://dbpedia.org/resource/MetLife,high,high,mid,high,low
1398,Micron_Technology,Semiconductors,United_States,9.6,8.0,-1.1,13.9,1231,http://dbpedia.org/resource/Micron_Technology,low,low,low,mid,high
1399,Microsoft,Software_&_Programming,United_States,234.8,72.9,15.5,128.7,41,http://dbpedia.org/resource/Microsoft,high,high,high,mid,low
1400,Mohawk_Industries,Furniture_&_Fixtures,United_States,7.9,5.8,0.3,6.3,1815,http://dbpedia.org/resource/Mohawk_Industries,low,low,mid,mid,high
1401,Molson_Coors_Brewing,Beverages,United_States,8.8,3.9,0.4,16.2,1223,http://dbpedia.org/resource/Molson_Coors_Brewing,low,low,mid,mid,high
1402,Monsanto,Specialized_Chemicals,United_States,55.9,14.0,2.3,22.5,344,http://dbpedia.org/resource/Monsanto,high,mid,mid,mid,low
1403,Monster_Beverage,Beverages,United_States,8.0,2.1,0.3,1.0,1870,http://dbpedia.org/resource/Monster_Beverage,low,low,mid,mid,high
1404,Moody's,Business_&_Personal_Services,United_States,11.5,2.7,0.7,4.0,1322,http://dbpedia.org/resource/Moody's,mid,low,mid,mid,high
1405,Morgan_Stanley,Investment_Services,United_States,46.6,32.0,0.1,781.0,443,http://dbpedia.org/resource/Morgan_Stanley,high,mid,low,high,low
1406,Mosaic,Specialized_Chemicals,United_States,26.7,10.1,1.9,17.3,490,http://dbpedia.org/resource/Mosaic,mid,mid,mid,mid,low
1407,Motorola_Solutions,Communications_Equipment,United_States,17.1,8.7,0.9,12.7,719,http://dbpedia.org/resource/Motorola_Solutions,mid,low,mid,mid,low
1408,Murphy_Oil,Oil_&_Gas_Operations,United_States,11.8,28.6,1.0,17.5,531,http://dbpedia.org/resource/Murphy_Oil,mid,mid,mid,mid,low
1409,Mylan,Pharmaceuticals,United_States,12.1,6.8,0.6,11.9,916,http://dbpedia.org/resource/Mylan,mid,low,mid,mid,mid
1410,National_Oilwell_Varco,Oil_Services_&_Equipment,United_States,30.1,20.0,2.5,31.5,297,http://dbpedia.org/resource/National_Oilwell_Varco,mid,mid,mid,mid,low
1411,Navistar_International,Heavy_Equipment,United_States,2.9,12.5,-3.0,8.5,1838,http://dbpedia.org/resource/Navistar_International,low,mid,low,mid,high
1412,Nelnet,Consumer_Financial_Services,United_States,1.6,1.0,0.2,26.6,1965,http://dbpedia.org/resource/Nelnet,low,low,mid,mid,high
1413,NetApp,Computer_Storage_Devices,United_States,12.4,6.3,0.5,10.9,1003,http://dbpedia.org/resource/NetApp,mid,low,mid,mid,mid
1414,Newell_Rubbermaid,Household/Personal_Care,United_States,7.3,5.9,0.4,6.2,1492,http://dbpedia.org/resource/Newell_Rubbermaid,low,low,mid,mid,high
1415,Newmont_Mining,Diversified_Metals_&_Mining,United_States,19.7,9.9,1.8,29.6,448,http://dbpedia.org/resource/Newmont_Mining,mid,mid,mid,mid,low
1416,News_Corp,Broadcasting_&_Cable,United_States,70.6,34.3,4.0,62.7,137,http://dbpedia.org/resource/News_Corp,high,high,high,mid,low
1417,NextEra_Energy,Electric_Utilities,United_States,31.6,14.3,1.9,64.4,282,http://dbpedia.org/resource/NextEra_Energy,mid,mid,mid,mid,low
1418,NIKE,Apparel/Accessories,United_States,49.4,25.3,2.4,15.6,343,http://dbpedia.org/resource/NIKE,high,mid,mid,mid,low
1419,NiSource,Natural_Gas_Utilities,United_States,8.8,5.1,0.4,21.8,1051,http://dbpedia.org/resource/NiSource,low,low,mid,mid,mid
1420,Noble_Energy,Oil_&_Gas_Operations,United_States,20.8,4.2,1.0,17.6,791,http://dbpedia.org/resource/Noble_Energy,mid,low,mid,mid,mid
1421,Nordstrom,Department_Stores,United_States,10.6,12.1,0.7,8.1,906,http://dbpedia.org/resource/Nordstrom,mid,mid,mid,mid,mid
1422,Norfolk_Southern,Railroads,United_States,23.7,11.0,1.7,30.3,415,http://dbpedia.org/resource/Norfolk_Southern,mid,mid,mid,mid,low
1423,Northeast_Utilities,Electric_Utilities,United_States,13.4,6.3,0.5,28.3,763,http://dbpedia.org/resource/Northeast_Utilities,mid,low,mid,mid,mid
1424,Northern_Trust,Regional_Banks,United_States,13.0,4.2,0.7,97.5,720,http://dbpedia.org/resource/Northern_Trust,mid,low,mid,mid,low
1425,Northrop_Grumman,Aerospace_&_Defense,United_States,16.3,25.2,2.0,26.5,362,http://dbpedia.org/resource/Northrop_Grumman,mid,mid,mid,mid,low
1426,NRG_Energy,Electric_Utilities,United_States,8.4,8.4,0.6,35.1,751,http://dbpedia.org/resource/NRG_Energy,low,low,mid,mid,mid
1427,Nucor,Iron_&_Steel,United_States,14.8,19.4,0.5,14.2,675,http://dbpedia.org/resource/Nucor,mid,mid,mid,mid,low
1428,Nvidia,Semiconductors,United_States,7.8,4.3,0.6,6.4,1500,http://dbpedia.org/resource/Nvidia,low,low,mid,mid,high
1429,NYSE_Euronext,Investment_Services,United_States,9.2,3.7,0.3,12.6,1440,http://dbpedia.org/resource/NYSE_Euronext,low,low,mid,mid,high
1430,Occidental_Petroleum,Oil_&_Gas_Operations,United_States,67.4,24.3,4.6,64.2,151,http://dbpedia.org/resource/Occidental_Petroleum,high,mid,high,mid,low
1431,OfficeMax,Specialty_Stores,United_States,1.0,6.9,0.4,3.8,1754,http://dbpedia.org/resource/OfficeMax,low,low,mid,mid,high
1432,OGE_Energy,Electric_Utilities,United_States,6.7,3.7,0.4,9.9,1759,http://dbpedia.org/resource/OGE_Energy,low,low,mid,mid,high
1433,Omnicom_Group,Advertising,United_States,15.7,14.2,1.0,22.2,512,http://dbpedia.org/resource/Omnicom_Group,mid,mid,mid,mid,low
1434,Oracle,Software_&_Programming,United_States,172.0,37.1,10.6,79.4,102,http://dbpedia.org/resource/Oracle,high,high,high,mid,low
1435,O'Reilly_Automotive,Specialty_Stores,United_States,11.5,6.2,0.6,5.7,1119,http://dbpedia.org/resource/O'Reilly_Automotive,mid,low,mid,mid,mid
1436,Paccar,Heavy_Equipment,United_States,18.0,17.0,1.1,18.6,472,http://dbpedia.org/resource/Paccar,mid,mid,mid,mid,low
1437,Pall,Precision_Healthcare_Equipment,United_States,7.6,2.7,0.6,3.5,1563,http://dbpedia.org/resource/Pall,low,low,mid,mid,high
1438,Parker-Hannifin,Other_Industrial_Equipment,United_States,14.4,13.1,1.0,11.5,677,http://dbpedia.org/resource/Parker-Hannifin,mid,mid,mid,mid,low
1439,Paychex,Business_&_Personal_Services,United_States,12.4,2.3,0.6,7.5,1361,http://dbpedia.org/resource/Paychex,mid,low,mid,mid,high
1440,Peabody_Energy,Diversified_Metals_&_Mining,United_States,5.9,8.1,-0.6,15.8,1406,http://dbpedia.org/resource/Peabody_Energy,low,low,low,mid,high
1441,Pepco_Holdings,Electric_Utilities,United_States,4.8,5.1,0.3,15.8,1673,http://dbpedia.org/resource/Pepco_Holdings,low,low,mid,mid,high
1442,PepsiCo,Beverages,United_States,118.9,65.5,6.2,74.6,88,http://dbpedia.org/resource/PepsiCo,high,high,high,mid,low
1443,Perrigo,Pharmaceuticals,United_States,10.9,3.3,0.4,4.3,1499,http://dbpedia.org/resource/Perrigo,mid,low,mid,mid,high
1444,Petsmart,Specialty_Stores,United_States,6.7,6.8,0.4,2.5,1472,http://dbpedia.org/resource/Petsmart,low,low,mid,mid,high
1445,Pfizer,Pharmaceuticals,United_States,201.4,59.0,14.6,185.8,37,http://dbpedia.org/resource/Pfizer,high,high,high,high,low
1446,PG&E,Electric_Utilities,United_States,19.1,15.0,0.8,52.4,398,http://dbpedia.org/resource/PG&E,mid,mid,mid,mid,low
1447,Philip_Morris_International,Tobacco,United_States,150.6,31.4,8.8,37.7,152,http://dbpedia.org/resource/Philip_Morris_International,high,mid,high,mid,low
1448,Phillips_66,Oil_&_Gas_Operations,United_States,39.9,166.1,4.1,48.1,130,http://dbpedia.org/resource/Phillips_66,high,high,high,mid,low
1449,Pinnacle_West,Electric_Utilities,United_States,6.3,3.3,0.4,13.4,1565,http://dbpedia.org/resource/Pinnacle_West,low,low,mid,mid,high
1450,Pioneer_Natural_Resources,Oil_&_Gas_Operations,United_States,17.3,3.2,0.2,13.1,1438,http://dbpedia.org/resource/Pioneer_Natural_Resources,mid,low,mid,mid,high
1451,Plains_Exploration,Oil_&_Gas_Operations,United_States,6.1,2.6,0.3,17.3,1588,http://dbpedia.org/resource/Plains_Exploration,low,low,mid,mid,high
1452,PNC_Financial_Services,Regional_Banks,United_States,35.3,16.6,3.0,305.1,165,http://dbpedia.org/resource/PNC_Financial_Services,high,mid,high,high,low
1453,Popular,Regional_Banks,United_States,2.9,2.2,0.2,36.5,1767,http://dbpedia.org/resource/Popular,low,low,mid,mid,high
1454,PPG_Industries,Diversified_Chemicals,United_States,20.2,15.2,0.9,15.9,545,http://dbpedia.org/resource/PPG_Industries,mid,mid,mid,mid,low
1455,PPL,Electric_Utilities,United_States,17.8,12.3,1.5,43.6,389,http://dbpedia.org/resource/PPL,mid,mid,mid,mid,low
1456,Praxair,Specialized_Chemicals,United_States,33.6,11.2,1.7,18.1,457,http://dbpedia.org/resource/Praxair,mid,mid,mid,mid,low
1457,Precision_Castparts,Aerospace_&_Defense,United_States,28.5,7.9,1.3,16.7,582,http://dbpedia.org/resource/Precision_Castparts,mid,low,mid,mid,low
1458,Priceline.com,Business_&_Personal_Services,United_States,35.6,5.3,1.4,6.6,838,http://dbpedia.org/resource/Priceline.com,high,low,mid,mid,mid
1459,Principal_Financial_Group,Life_&_Health_Insurance,United_States,10.0,9.2,0.8,161.9,528,http://dbpedia.org/resource/Principal_Financial_Group,mid,mid,mid,mid,low
1460,Procter_&_Gamble,Household/Personal_Care,United_States,208.5,83.3,12.9,139.9,35,http://dbpedia.org/resource/Procter_&_Gamble,high,high,high,mid,low
1461,Progressive,Property_&_Casualty_Insurance,United_States,15.2,17.1,0.9,22.7,499,http://dbpedia.org/resource/Progressive,mid,mid,mid,mid,low
1462,Prologis,Real_Estate,United_States,18.0,2.0,0.0,27.3,1164,http://dbpedia.org/resource/Prologis,mid,low,low,mid,high
1463,Protective_Life,Life_&_Health_Insurance,United_States,2.7,3.6,0.3,57.4,1484,http://dbpedia.org/resource/Protective_Life,low,low,mid,mid,high
1464,Prudential_Financial,Life_&_Health_Insurance,United_States,28.1,84.8,0.5,709.3,269,http://dbpedia.org/resource/Prudential_Financial,mid,high,mid,high,low
1465,Public_Storage,Real_Estate,United_States,26.7,1.8,0.9,8.8,1009,http://dbpedia.org/resource/Public_Storage,mid,low,mid,mid,mid
1466,PVH,Apparel/Accessories,United_States,9.6,6.0,0.4,7.8,1305,http://dbpedia.org/resource/PVH,low,low,mid,mid,high
1467,Qualcomm,Semiconductors,United_States,111.6,20.5,6.6,44.8,164,http://dbpedia.org/resource/Qualcomm,high,mid,high,mid,low
1468,Quanta_Services,Construction_Services,United_States,6.3,5.9,0.3,5.1,1771,http://dbpedia.org/resource/Quanta_Services,low,low,mid,mid,high
1469,Quest_Diagnostics,Healthcare_Services,United_States,8.9,7.4,0.6,9.3,1090,http://dbpedia.org/resource/Quest_Diagnostics,low,low,mid,mid,mid
1470,Ralph_Lauren,Apparel/Accessories,United_States,15.5,6.9,0.7,5.5,970,http://dbpedia.org/resource/Ralph_Lauren,mid,low,mid,mid,mid
1471,Range_Resources,Oil_&_Gas_Operations,United_States,13.4,1.5,0.0,6.7,1903,http://dbpedia.org/resource/Range_Resources,mid,low,low,mid,high
1472,Raymond_James_Financial,Investment_Services,United_States,6.7,4.2,0.3,22.3,1370,http://dbpedia.org/resource/Raymond_James_Financial,low,low,mid,mid,high
1473,Raytheon,Aerospace_&_Defense,United_States,18.9,24.4,1.9,26.7,351,http://dbpedia.org/resource/Raytheon,mid,mid,mid,mid,low
1474,Regeneron_Pharmaceuticals,Biotechs,United_States,16.7,1.4,0.8,1.7,1178,http://dbpedia.org/resource/Regeneron_Pharmaceuticals,mid,low,mid,mid,high
1475,Regions_Financial,Regional_Banks,United_States,11.8,6.0,1.1,121.3,568,http://dbpedia.org/resource/Regions_Financial,mid,low,mid,mid,low
1476,Reinsurance_Group_of_America,Diversified_Insurance,United_States,4.5,9.8,0.6,40.4,861,http://dbpedia.org/resource/Reinsurance_Group_of_America,low,mid,mid,mid,mid
1477,Republic_Services,Environmental_&_Waste,United_States,11.5,8.1,0.6,19.6,780,http://dbpedia.org/resource/Republic_Services,mid,low,mid,mid,mid
1478,Reynolds_American,Tobacco,United_States,23.8,4.4,1.3,16.6,752,http://dbpedia.org/resource/Reynolds_American,mid,low,mid,mid,mid
1479,Rite_Aid,Drug_Retail,United_States,1.7,26.1,-0.2,7.2,1646,http://dbpedia.org/resource/Rite_Aid,low,mid,low,mid,high
1480,Rock-Tenn,Containers_&_Packaging,United_States,6.5,9.2,0.3,10.5,1420,http://dbpedia.org/resource/Rock-Tenn,low,mid,mid,mid,high
1481,Rockwell_Automation,Other_Industrial_Equipment,United_States,12.4,6.3,0.7,5.7,1052,http://dbpedia.org/resource/Rockwell_Automation,mid,low,mid,mid,mid
1482,Rockwell_Collins,Aerospace_&_Defense,United_States,8.7,4.7,0.6,5.3,1367,http://dbpedia.org/resource/Rockwell_Collins,low,low,mid,mid,high
1483,Roper_Industries,Other_Industrial_Equipment,United_States,12.3,3.0,0.5,7.1,1417,http://dbpedia.org/resource/Roper_Industries,mid,low,mid,mid,high
1484,Ross_Stores,Apparel/Footwear_Retail,United_States,12.5,9.7,0.8,3.7,909,http://dbpedia.org/resource/Ross_Stores,mid,mid,mid,mid,mid
1485,Safeway,Food_Retail,United_States,6.0,44.2,0.6,14.7,776,http://dbpedia.org/resource/Safeway,low,high,mid,mid,mid
1486,SAIC,Aerospace_&_Defense,United_States,4.3,11.2,0.5,5.9,1403,http://dbpedia.org/resource/SAIC,low,mid,mid,mid,high
1487,Salesforce.com,Software_&_Programming,United_States,25.8,3.0,-0.3,5.5,1654,http://dbpedia.org/resource/Salesforce.com,mid,low,low,mid,high
1488,SanDisk,Computer_Storage_Devices,United_States,13.3,5.1,0.4,10.3,1161,http://dbpedia.org/resource/SanDisk,mid,low,mid,mid,high
1489,Scana,Electric_Utilities,United_States,6.6,4.2,0.4,14.6,1395,http://dbpedia.org/resource/Scana,low,low,mid,mid,high
1490,Scripps_Networks_Interactive,Broadcasting_&_Cable,United_States,9.6,2.3,0.4,4.1,1572,http://dbpedia.org/resource/Scripps_Networks_Interactive,low,low,mid,mid,high
1491,Sealed_Air,Containers_&_Packaging,United_States,4.7,7.6,-1.1,10.0,1887,http://dbpedia.org/resource/Sealed_Air,low,low,low,mid,high
1492,Sears_Holdings,Department_Stores,United_States,5.5,39.9,-1.1,19.3,1019,http://dbpedia.org/resource/Sears_Holdings,low,high,low,mid,mid
1493,Sempra_Energy,Natural_Gas_Utilities,United_States,19.2,9.6,0.9,36.5,500,http://dbpedia.org/resource/Sempra_Energy,mid,mid,mid,mid,low
1494,Sherwin-Williams,Home_Improvement_Retail,United_States,17.4,9.5,0.6,6.2,890,http://dbpedia.org/resource/Sherwin-Williams,mid,mid,mid,mid,mid
1495,Sigma-Aldrich,Specialized_Chemicals,United_States,9.5,2.6,0.5,3.8,1545,http://dbpedia.org/resource/Sigma-Aldrich,low,low,mid,mid,high
1496,Simon_Property_Group,Real_Estate,United_States,49.5,4.9,1.4,32.6,556,http://dbpedia.org/resource/Simon_Property_Group,high,low,mid,mid,low
1497,SL_Green_Realty,Real_Estate,United_States,7.8,1.4,0.2,14.4,1749,http://dbpedia.org/resource/SL_Green_Realty,low,low,mid,mid,high
1498,SLM,Consumer_Financial_Services,United_States,9.0,6.1,0.9,181.3,611,http://dbpedia.org/resource/SLM,low,low,mid,high,low
1499,Smithfield_Foods,Food_Processing,United_States,3.7,13.1,0.2,7.6,1897,http://dbpedia.org/resource/Smithfield_Foods,low,mid,mid,mid,high
1500,Southwest_Airlines,Airline,United_States,9.0,17.1,0.4,18.6,771,http://dbpedia.org/resource/Southwest_Airlines,low,mid,mid,mid,mid
1501,Southwestern_Energy,Oil_&_Gas_Operations,United_States,13.5,2.7,-0.7,6.7,1890,http://dbpedia.org/resource/Southwestern_Energy,mid,low,low,mid,high
1502,Spectra_Energy,Oil_Services_&_Equipment,United_States,19.3,5.1,0.9,30.6,666,http://dbpedia.org/resource/Spectra_Energy,mid,low,mid,mid,low
1503,Sprint_Nextel,Telecommunications_services,United_States,17.5,35.3,-4.3,51.6,609,http://dbpedia.org/resource/Sprint_Nextel,mid,high,low,mid,low
1504,St_Jude_Medical,Medical_Equipment_&_Supplies,United_States,11.9,5.5,0.8,9.3,1029,http://dbpedia.org/resource/St_Jude_Medical,mid,low,mid,mid,mid
1505,Stanley_Black_&_Decker,Household/Personal_Care,United_States,13.0,10.2,0.9,15.8,680,http://dbpedia.org/resource/Stanley_Black_&_Decker,mid,mid,mid,mid,low
1506,Staples,Specialty_Stores,United_States,9.0,24.4,-0.2,12.3,1040,http://dbpedia.org/resource/Staples,low,mid,low,mid,mid
1507,Starbucks,Restaurants,United_States,43.2,13.7,1.4,8.5,605,http://dbpedia.org/resource/Starbucks,high,mid,mid,mid,low
1508,Starwood_Hotels,Hotels_&_Motels,United_States,12.3,6.3,0.6,8.9,1066,http://dbpedia.org/resource/Starwood_Hotels,mid,low,mid,mid,mid
1509,State_Street,Investment_Services,United_States,27.4,10.1,2.1,222.6,292,http://dbpedia.org/resource/State_Street,mid,mid,mid,high,low
1510,Stryker,Medical_Equipment_&_Supplies,United_States,25.1,8.7,1.3,13.2,620,http://dbpedia.org/resource/Stryker,mid,low,mid,mid,low
1511,SunTrust_Banks,Regional_Banks,United_States,15.7,11.2,2.0,173.4,337,http://dbpedia.org/resource/SunTrust_Banks,mid,mid,mid,mid,low
1512,Supervalu,Food_Retail,United_States,0.9,34.8,-0.5,11.9,1364,http://dbpedia.org/resource/Supervalu,low,high,low,mid,high
1513,Symantec,Software_&_Programming,United_States,16.9,6.8,1.1,14.0,718,http://dbpedia.org/resource/Symantec,mid,low,mid,mid,low
1514,Symetra_Financial,Life_&_Health_Insurance,United_States,1.7,2.1,0.2,29.5,1911,http://dbpedia.org/resource/Symetra_Financial,low,low,mid,mid,high
1515,Synovus_Financial,Regional_Banks,United_States,2.2,1.3,0.8,26.8,1241,http://dbpedia.org/resource/Synovus_Financial,low,low,mid,mid,high
1516,Sysco,Food_Retail,United_States,19.8,43.4,1.1,12.4,479,http://dbpedia.org/resource/Sysco,mid,high,mid,mid,low
1517,T_Rowe_Price,Investment_Services,United_States,19.5,3.0,0.9,4.2,1107,http://dbpedia.org/resource/T_Rowe_Price,mid,low,mid,mid,mid
1518,Target,Discount_Stores,United_States,43.1,73.3,3.0,48.2,147,http://dbpedia.org/resource/Target,high,high,high,mid,low
1519,Tech_Data,Electronics,United_States,1.9,25.4,0.2,6.8,1656,http://dbpedia.org/resource/Tech_Data,low,mid,mid,mid,high
1520,Tenet_Healthcare,Healthcare_Services,United_States,4.6,9.1,0.1,9.0,1885,http://dbpedia.org/resource/Tenet_Healthcare,low,low,low,mid,high
1521,Teradata,Computer_Services,United_States,9.6,2.7,0.4,3.1,1584,http://dbpedia.org/resource/Teradata,low,low,mid,mid,high
1522,Tesoro,Oil_&_Gas_Operations,United_States,7.8,33.0,0.7,10.7,766,http://dbpedia.org/resource/Tesoro,low,mid,mid,mid,mid
1523,Texas_Instruments,Semiconductors,United_States,38.8,12.8,1.8,20.0,408,http://dbpedia.org/resource/Texas_Instruments,high,mid,mid,mid,low
1524,Textron,Conglomerates,United_States,8.4,12.2,0.6,13.0,844,http://dbpedia.org/resource/Textron,low,mid,mid,mid,mid
1525,Thermo_Fisher_Scientific,Precision_Healthcare_Equipment,United_States,27.6,12.5,1.2,27.4,425,http://dbpedia.org/resource/Thermo_Fisher_Scientific,mid,mid,mid,mid,low
1526,Tiffany_&_Co,Specialty_Stores,United_States,8.8,3.8,0.4,4.6,1659,http://dbpedia.org/resource/Tiffany_&_Co,low,low,mid,mid,high
1527,Time_Warner,Broadcasting_&_Cable,United_States,53.0,28.7,3.0,68.3,153,http://dbpedia.org/resource/Time_Warner,high,mid,high,mid,low
1528,Time_Warner_Cable,Broadcasting_&_Cable,United_States,27.3,21.4,2.2,49.8,250,http://dbpedia.org/resource/Time_Warner_Cable,mid,mid,mid,mid,low
1529,Timken,Other_Industrial_Equipment,United_States,5.5,5.0,0.5,4.2,1669,http://dbpedia.org/resource/Timken,low,low,mid,mid,high
1530,Toll_Brothers,Construction_Services,United_States,5.8,2.0,0.5,6.1,1847,http://dbpedia.org/resource/Toll_Brothers,low,low,mid,mid,high
1531,Torchmark,Life_&_Health_Insurance,United_States,5.6,3.6,0.5,18.8,1332,http://dbpedia.org/resource/Torchmark,low,low,mid,mid,high
1532,Tractor_Supply,Specialty_Stores,United_States,7.1,4.7,0.3,1.7,1995,http://dbpedia.org/resource/Tractor_Supply,low,low,mid,mid,high
1533,TransDigm_Group,Aerospace_&_Defense,United_States,7.9,1.8,0.3,5.6,1914,http://dbpedia.org/resource/TransDigm_Group,low,low,mid,mid,high
1534,Tronox,Specialized_Chemicals,United_States,2.4,1.8,1.1,5.5,1744,http://dbpedia.org/resource/Tronox,low,low,mid,mid,high
1535,TRW_Automotive_Holdings,Auto_&_Truck_Parts,United_States,7.1,16.4,1.0,10.9,809,http://dbpedia.org/resource/TRW_Automotive_Holdings,low,mid,mid,mid,mid
1536,Tyson_Foods,Food_Processing,United_States,8.7,33.4,0.6,11.9,746,http://dbpedia.org/resource/Tyson_Foods,low,high,mid,mid,low
1537,Union_Pacific,Railroads,United_States,66.5,20.9,3.9,47.2,189,http://dbpedia.org/resource/Union_Pacific,high,mid,high,mid,low
1538,United_Continental_Holdings,Airline,United_States,10.3,37.2,-0.7,37.6,736,http://dbpedia.org/resource/United_Continental_Holdings,mid,high,low,mid,low
1539,United_Parcel_Service,Air_Courier,United_States,81.5,54.1,0.8,38.9,253,http://dbpedia.org/resource/United_Parcel_Service,high,high,mid,mid,low
1540,United_Technologies,Conglomerates,United_States,85.5,57.7,5.1,89.4,92,http://dbpedia.org/resource/United_Technologies,high,high,high,mid,low
